title,rating,stars
兰陵王妃,4.0分,"主演张含韵,彭冠英,陈奕,华娇,王洁曦,林韦辰,田丽,张子文,沈建宏,张晓晨,刘帅良,赵秦,傅颖,龚海铭"
贴身校花,4.0分,"主演张语格,赵顺然,李艺彤,朱元冰,吴哲晗,杨霖,夏楠,费沁源,胡耘豪,杨韫玉,刘子曦,袁福福"
雪域迷城,5.0分,"主演赵文卓,宁静,刘德凯"
白眉大侠,2.0分,"主演赵恒煊,邢岷山,李婷,秦川,张子健"
午夜计程车,4.0分,"主演成泰燊,刘雅瑟,李梦,叮当,熊晓雯,丹琳,徐黄丽"
午夜计程车2,4.0分,"主演高鑫,郝云,温心,王佑硕,田中千绘,程皓枫"
神探柯晨,4.0分,"主演黄志忠,吴刚,柳小海,李倩,左小青,沙溢,柯蓝,吴越,邵兵,谭凯,王劲松,包贝尔,赵龙豪,金士杰,白志迪,程煜,吕一,练束梅,周晓鸥,黄薇"
我的老爸是卧底,3.0分,"主演闫学晶,孙松,刘莉莉,杨梅,陈思斯,林家川,郑晓宁"
大唐女将樊梨花,3.0分,"主演秦岚,刘恺威,王妍苏,唐宸禹,方安娜,叶项明,吴毅将,康华,骆达华,苗皓钧,岳跃利,许还山,金珈,董晓光,吴岱融,王伊,李玉龙,陆梅芳,于子宽,林静,张沛然,王鑫,刘一辰,杜玉明,刘子菲,屈刚,陆荣威,高晓菲,孙嘉厉,冯琦"
黑天咖啡屋之古蜀遗踪,2.0分,"主演小梦,小暄,小羽,杀杀,菜菜,小小白"
雪红,5.0分,"主演阚金明,宫筱轩"
皇上二大爷,4.0分,"主演李立群,王刚,李修贤,陈好"
伙伴夫妻,5.0分,"主演姜武,颜丙燕,马丽,张秋歌,刘莉莉,李萍,冯雷,春夏"
解密,3.0分,"主演陈学冬,颖儿,郭京飞,印小天,经超,张哲瀚,安以轩,白庆琳,于波,高明,袁苑,李楠,孙骁潇,刘涛,王同辉,王燕阳,刘洁"
农家十二月,5.0分,"主演高秀敏,雷恪生,侯天来,方青卓,王红梅"
奇葩一家亲,2.0分,"主演孙艺洲,李菲儿,买红妹,孙松,范明,仁龙,代旭,王萌黎,冯恩鹤,米露,刘冠麟,马精武,吴京安,肖剑,洪剑涛,那威"
隋唐演义1996,5.0分,"主演郑爽,陈锐,邵峰,黄海冰"
悬崖2012,1.0分,"主演张嘉译,宋佳,程煜,李洪涛,咏梅,姬他,孙浩,徐程,林源,林龙麒,马丽"
咱们相爱吧,3.0分,"主演张静初,张歆艺,秦岚,袁弘,明道,张晞临,奇道,柳小海,董维嘉,杨青,盖克,马程程"
执行局长,4.0分,"主演王庆祥,廖学秋,狄剑青"
哥哥姐姐的花样年华,5.0分,"主演王雅捷,王挺,史光辉"
跟我回家,3.0分,"主演辛柏青,周璞,杜源,黄曼,傅迦,闫学晶,林伊婷,高姝瑶,刘硕,任伟,李雨泽"
彭德怀元帅,2.0分,"主演董勇,董琦,罗刚,杨童舒,濮存昕,陆忠,文馨,上白,唐国强,刘劲,侯勇,刘之冰,巫刚,许晴,王伍福,艾东,王鹏凯,赵吉,刘鉴,马晓伟,宋禹,宿宇杰,唐以诺,蒋婧,程煜,白冰,赵晓明,徐光宇,王志峰,丁海峰,刘奕君,严晓频,张京生,曹力,周波,张朕瑄,朱海军,尹静,王卓,谢紫彬,朱鹏程,王艺嘉,陈姗姗,王荧欣,闻洁,张再新,史鑫,孙岩,马岩,黄维,李新华,梅寒,杨猛,平田康之,张惠中,喜莲娜,徐永革"
青春不言败,3.0分,"主演靳东,李佳,刘立淇,尹明,盖吉利,穆雷克"
十一级台阶,3.0分,"主演沙溢,金巧巧,文清,王珂,张光北,于越"
我们家的微幸福生活,1.0分,"主演郭凯敏,王丽云,陶红,杨议,阎娜,田小洁"
战火西北狼,2.0分,"主演谷智鑫,刘恺威,朱虹,芦菲,刘滢"
火爆天王,1.0分,"主演谭学亮,陈衍利,骆俊帆,蘇皓儿,丁嘉文"
不在犯罪现场,5.0分,"主演徐帆,马跃,傅艺伟,李崇霄,李勃阳,姚安濂,向梅,林杰妮,梦洁,方小月,王璐,刘晶琦,赛根根,华明伟,董波,刘雪菲,朱翊,迈克尔,孙露菲,王丽媛,高欣,宋怀强,王政钧,杨超,陈涛,周锦辉,谢劲松"
偏偏爱上你,1.0分,"主演韩雪,丁子峻,于小伟,高曙光,章龄之,辛芷蕾"
选妃记,4.0分,"主演刘小锋,陈好,何赛飞,周丽,樊志起,黑子,一真,焦体怡,王九胜,钱洁"
爱是欢乐的源泉,3.0分,"主演于明加,王耀庆,梅婷,朱丹,耿乐,奚美娟,张晨光,张瑶,李歌,陈丽娜,石天琦,公磊,刘迪妮,哈斯高娃"
等你爱我,5.0分,"主演曹曦文,王凯,朱刚日尧,王澜,傅天骄,梁椰雯,孙熙,王妍之,孙傲,孙启超,贺镪"
延安爱情,3.0分,"主演邓超,殷桃,寇振海,聂鑫,王砚辉,马静,冯国强"
终极证据,1.0分,"主演何涌生,侯俊丞,童一丹,沈佳凝,伊洋,丛鹤"
摘下你的面具,2.0分,"主演黄宥明,张亚希,霍青,马梓涵,王彤羽,王萌黎,梁鸣,汤晶媚"
陈情令,3.0分,主演肖战 / 王一博 / 孟子义 / 宣璐 / 李若彤
神犬小七第三季,1.0分,主演姜潮 / 宋妍霏 / 王洋 / 徐可 / 王煜
长安十二时辰,4.5分,主演易烊千玺 / 雷佳音 / 周一围 / 杰曼·翰苏 / 韩童生
怪医文三块,4.0分,"主演冯远征,杨立新,孙茜,杨舒婷,刘彦君,方旭,佘南南,龙怀忠,于凌达,赵寰宇,张倩茹,齐白雪,王海,代轩宁,王千航,王举"
百年虚云,3.0分,"主演李起厚,尹治,斯琴高娃"
百万新娘之爱无悔,3.3分,"主演李宗翰,张咏棋,岳跃利,夏台凤,张亮,李进荣,康恩赫"
第一速度,5.0分,"主演张子健,郭金,范雨林,王玉璋,张兴哲,高婷婷,王志刚,穆怀虎,吴正德,孙赢,储小蕾,鲁玉杰,王睿,杨霖,夏小龙,纪永伦,张心勇,刘超,张宁,刘凤英,刘娇,郝成年,石红印,许林,张新华,路宇坤,钱卫东,丹阳,钟林,刘小宝,张剑,汤勇,孙德利,张贵生,李淑芹,郭铁林,张慧,胡惠芹"
惊雷行动,4.0分,"主演杜志国,何政军,郑卫莉,钱勇夫,陶慧娜,鲍鲲,陈牧扬,李卓"
清网行动,3.0分,"主演李诚儒,韩青,毛俊杰,王昌娥,孟召重,李宜儒"
谁都别惹我,2.0分,"主演叶浏,杨雪"
绝路逢生,3.0分,"主演杨烁,董维嘉,刘至翰,高峰,张译木,刘腾远,大庆,李思博,大庆,宗晓军,周明汕,崔可法,王志刚,云飞,王梓桐,沈冲,张成武,鞠泓宇,刘勇,藤宇飞,周波,孙苍,冯玉玺,周钢,谢宁,刘学,赵红霞,韩全海"
嘿！客栈,1.0分,主演吴浩 许歌 王骊亚 高宇航
超级影后之初次做人请多关照,1.0分,"主演朱一文,囡囡  Nene,兰辰 Black Jack"
麻雀春天,4.0分,"主演邢佳栋,蒋欣,冯恩鹤"
收获的季节,5.0分,"主演于震宇,毕畅,宋小宝,蒋依杉,程野,小沈阳,赵本山,董三毛"
追风行动,4.0分,"主演李泰,舒砚,陈维涵,林江国"
那片花那片海,1.0分,"主演张陆,曾泳醍,林佑威,颜丹晨,杨雪儿,孙文婷,潘雨辰,马骏超,刘浩闻,王雨薇,释臣伟,丁泊中,崔一凡,王耿豪"
流淌的美好时光,5.0分,"主演马天宇,郑爽,柴碧云,周澄奥,朱颜曼滋,张亦驰,张杨智子,冯波,吴雅君,丁春诚"
流淌的美好时光DVD版,3.0分,"主演马天宇,郑爽,柴碧云,周澄奥,朱颜曼滋,张亦驰,张杨智子,冯波,吴雅君,丁春诚"
北方大地,2.0分,"主演张国强,颜丹晨,吴连生"
历史转折中的邓小平,5.0分,"主演马少骅,萨日娜,张云立,张嘉译,王茜华,沈傲君,何琳,朱宏嘉,巫刚,印小天,金鑫,宋佳,高珑珂,宋晓英,戴春荣,曾红生,谢钢,徐平,李光复,孙淳,张光北,王伯昭,舒耀瑄,徐纯学,江庚辰,逯长恩,于晓光,杨梓铎,秦子越,温浩铎,王乐君,廖京生,丁海峰,肖天,温玉娟,杜志国"
大工匠,1.0分,"主演孙红雷,刘佩琦,陈小艺"
孤战,3.0分,"主演苗圃,王雅伦,冯恩鹤,刘钇彤,史梵希,张桐,姚安濂,陶慧敏,严晓频,韩雯雯"
关东金王,2.0分,"主演王新军,谢兰,盖丽丽,王凤滨,范雨林,刘永生,颜丹晨,陈昊"
洪流,5.0分,"主演马跃,张志坚,杨烁,吴其江,毛林林,李俊峰,张陆,郭新,周舟,秦一铭,张璇,衣珊,李建群"
下辈子还做我老爸,3.0分,"主演侯勇,王力可,杨青,李琳,周笑莉,吴启华,赵雨菁,骆达华,姜黎黎,瞿澳晖,吴建飞"
阳光灿烂周三强,4.0分,"主演沙溢,刘威,蒋宝英"
恋爱迷宫第二季,1.0分,"主演吴竹青,龙一一,林铭乐"
家比天大,4.0分,"主演王奎荣,王姬,果靖霖,王馥荔,王策,金玉婷"
唱战记,1.0分,"主演秦岚,欧豪,付梦妮,王耀庆,黄义达,谢彬彬,柴碧云,王策"
警中警,5.0分,"主演刘之冰,王玉璋,王奕,茹萍,刘佳"
文化站长,4.0分,"主演马恩然,林永健,李静,雷恪生,句号,刘亚津,曹力"
百万新娘,3.0分,"主演袁咏仪,倪齐民,李佳璘,岳跃,张亮,王伟华,唐群,黄达亮,王志华,张芝华,馨子,夏台凤"
热搜女王,2.0分,"主演瞿颖,丹尼斯·吴,徐开骋,李昕岳,王祉萱,刘贾玺,张馨比,孔舒航,孙熹之"
可爱的中国,2.0分,"主演林江国,缪婷茹,张歌,印小天,郭广平,王绘春,黄品沅,宗峰岩,赵波,王韦智,叶鹏,上白,源唯杰,温浩铎,那志东,王东辉,郝荣光"
金牌红娘,3.0分,"主演徐璐,韩承羽,李帅,井凌潇"
金牌红娘2,5.0分,"主演毛晓彤,韩承羽,井凌潇,李帅"
天雷一部之春花秋月,5.0分,"主演李宏毅,赵露思,吴俊余,姜嫄,盛蕙子"
同学你瞅啥,3.0分,"主演张子晟,宋志湘,张楷,李金洋,刘轩彤"
北上广不相信眼泪,4.0分,"主演朱亚文,马伊琍,张兆辉,张可颐,侯京健,刘美含,陶慧,徐可,吴佳尼,郭昊伦,洪林小湛"
闺蜜嫁到,2.0分,"主演贾景晖,朱泳腾,胡丹丹,张静懿,隋俊波"
枪林弹雨,5.0分,"主演印小天,杨童舒,边潇潇"
谈判冤家,5.0分,"主演王雷,陈数,韩青,张鲁一,张丹妮,孟召重,谢园,张小磊,马薇,武强"
我们都要好好的精华版,2.0分,"主演刘涛,杨烁,金晨,刘端端,张艺瀚,程琤,蔡子伦,王若雪,任丽"
一又二分之一的夏天,2.0分,"主演尼查坤·抔勒威查固,蒋劲夫,徐璐,朱丹,孟佳,于文文,周晓鸥"
御姐归来,1.0分,"主演安以轩,朱一龙,侯京健,吴佳尼,汤镇宗,吴艳,王钧赫,陈牧扬,李宜娟,郑晓宁,黄梦莹"
三喜临门,4.0分,"主演李伯清,刘德一,沈伐"
超级玩家,1.0分,主演田雷 逯子 杨天琪
温州一家人,1.0分,"主演李立群,迟蓬,张译,殷桃"
草民县令,1.0分,"主演张智霖,袁咏仪,陈龙,顾宝明,李立群"
春光灿烂猪九妹,2.0分,"主演陈乔恩,乔任梁,邓莎,徐海乔,陈龙,刘小锋,刘孜,江奇霖,刘锐"
绝地逢生,2.0分,"主演杜源,童蕾,何苗,龚洁,胡光子,高峰,党昊"
妈妈为我嫁,3.0分,"主演郭珍霓,刘雪华,贺刚,符馨尹,陈冠霖"
青春集结号,2.0分,"主演焦俊艳,经超,石安妮,刘小震,金梦阳子,闫妮,林永健,高亚麟,肖雄,张亦驰,马程程,顾宇峰,吴京安"
我的灵界男友,5.0分,"主演陈匡怡,刘以豪,张睿家"
我家有个赵大咪,3.0分,"主演修杰楷,张伦硕,潘时七,严昆,文梦洋,张嘉,刘凌薇"
追捕吴秀波版,1.0分,"主演吴秀波,海清,邵兵"
再见，将来,3.0分,"主演罗彬,李萌萌,张敬言,王永超,马宁,沈泰"
请赐我一双翅膀,4.0分,"主演鞠婧祎,炎亚纶,韩栋,张予曦,米热,朱圣祎,谢君豪,元华,寇振海,邱心志,王艳,陶慧敏,蒋恺,修庆,孙浩然"
亲爱的，热爱的,3.4分,"主演杨紫,李现,胡一天,李鸿其,王真儿,李泽锋,姜珮瑶,王乐君"
少年江湖物语,1.0分,"主演周彦辰,骆明劼,苏晓彤,宋继扬,谢兴阳,刘剑羽,戴祖雄,王倩,范奕泽"
梅花档案,1.0分,"主演周杰,苏瑾,董勇,海清,张婉如"
密使2之江都谍影,4.0分,"主演颜丹晨,于震,王韦智,刘钧,闫霖飞"
女人不哭,4.0分,"主演田海蓉,邓超,赵亮,刘佳,李诚儒,李勤勤,姚芊羽,贾乃亮,雷恪生,汤唯"
那年夏天有风吹过,3.5分,"主演蔡尧,朱玉,刘育同,冷心清,孟子荻"
花开时节,4.0分,"主演陈冠英,孙萍丽,琅悦,曹元泰,张煜舒"
犯罪升级,2.0分,"主演伍强,梁达,王青山"
忽必烈传奇,3.0分,主演胡军
护国军魂传奇,5.0分,"主演于荣光,张铁林,赵文瑄,谢君豪,郑则仕,高明,吴樾,王力可,朱晓渔,宋运成"
江南传奇之十五贯,4.0分,"主演梁冠华,赵亮,苑琼丹,崔煜林"
魔法学院之六大令牌,4.0分,主演内详
我们的纯真年代,2.5分,"主演郭晓东,左小青,王雨,张少华,刘雨鑫,杜源,吴冕,关晓彤,李建义,艾丽娅"
像小朵一样,1.0分,"主演种丹妮,金亿,王宇婕,俞小凡,田岷,庹宗华,韩璐,米露,高仁,高搏"
英雄无悔,4.0分,"主演濮存昕,李婷,张力维,袁立,王玉璋,王新军,周晓莉,郭东文"
中国式亲情,1.0分,"主演杨童舒,师小红,傅艺伟,王奕盛"
九岁县太爷,4.0分,"主演曹骏,释小龙,吴孟达,曹颖,王光辉,李岚,李志舆,高宝宝,方子哥,沈保平,李大强"
刻不容缓,2.0分,"主演周浩东,陈昊,王鸥,李欣"
老房有喜,5.0分,"主演赵薇,苏有朋,邰智源,沈敏,朱曼芳,周笑莉,方舟波,季芹,潘之琳"
逆光之恋,3.0分,"主演米热,迪丽热巴,张逸杰,杨旭文,关晓彤,杨诚诚"
铁血军魂,5.0分,"主演章贺,李曼"
相约青春,3.0分,"主演苏有朋,袁立,刘小微,郝蕾,刘红雨,廖凡"
宸汐缘,4.0分,"主演张震,倪妮,李东学,张芷溪,李嘉铭,海铃,刘芊含,张海宇,那广子,袁昊,王庆祥,黄海冰"
天真派：西游记,1.0分,"主演葛奕德,段智文,万君逸,董家忱,高琳子,孟芷旭,苏魏舞,燕书怡,丁志轩,邓琳漾,余亚颖,马英智,李渃主,武冠宇,董祚杭,杨知周,赵晨翔,陈浩南,姜姝含,姚雯嘉,蔡嘉诚,丘嘉豪,陈荣达,卢仕轩,刘文振,陈舒宜,蒋韵兮,袁梦儿,孙雯荞熙,李佩璇,段静雨,叶羽茜,金陈沂久,李鑫鸿,袁晟博,任俞先,丁宇翾,李俊达,王芊芊,王钟源,赵亦普,张耀华,刘琦炜,罗自豪,王宇航,林博勋,李子谦,孔瀚,王中赫,程思远"
时间都知道,4.0分,"主演唐嫣,窦骁,杨烁,吕一,蓝盈莹,周奇奇"
九州缥缈录,1.0分,"主演刘昊然,宋祖儿,陈若轩,张嘉译,许晴,张丰毅,张志坚,江疏影,李光洁,王鸥,陈昊宇,张智尧,杨新鸣,冯晖,杨玏,多布杰"
李三枪,1.0分,"主演刘恩佑,战菁一"
不可思议的晴朗电视剧版,2.0分,"主演潘宥诚,赵昭仪,罗正,陈意涵,田依桐,王旭东,向涵之,周锐"
河洛康家,3.0分,"主演陶红,胡海峰,施京明,巍子,朱婷,刘旭"
诊室疯云,2.0分,主演陈一/王培祎/回想/刘梦梦
新七侠五义,3.0分,"主演张多福,孔琳,马雯,董晓燕,寇占文"
爱，来的刚好,3.5分,"主演韩栋,江铠同,李威,张熙媛,王伟,粱爱琪,马睿,申军谊,陈立新,姜黎黎"
打黑风暴,2.0分,主演内详
地雷英雄传,5.0分,"主演王新军,宁静,韩张,郑媛元,张凯元"
独生子女的婆婆妈妈,4.0分,"主演童瑶,李健,刘一含,曹征,彭玉,许娣"
二婶,3.0分,"主演黄曼,王骏毅,斯琴高娃,李东霖,杨树田,唐沸潮,王纯,赵小天,张筝,葛秋谷"
女子特警队,2.0分,"主演罗斌,梁静,颜红君,雷敏,孙杨"
特殊使命,5.0分,"主演李光洁,蒋小涵,张静,柳小海,周扬,胡亚捷,姚安濂,倪土,徐熙颜,包贝尔,马文忠"
雪鹰,1.0分,"主演王强,金晨,万弘杰,赵芮,姚安濂"
因为爱,1.0分,"主演言承旭,田家达,海陆,曾恺玹"
战雷,2.0分,"主演张博,邢佳栋,李健,姚芊羽,张宁江,刘彦卿,童振军,魏震,陈铮,徐以若,骆达华,唐北平,班赞"
花木兰传奇,3.0分,"主演侯梦瑶,郭品超,杨丽菁,刘德凯,吕良伟,姚安濂,戴春荣,郑佩佩,王鸥,艾东,朱子岩,常铖"
麻雀,2.0分,"主演李易峰,周冬雨,张鲁一,李小冉,张若昀,阚清子,魏巍,尹正,王劲松,史超,刘珈彤,王婉娟,吴云飞"
归还世界给你,3.0分,"主演杨烁,古力娜扎,徐正溪,赵樱子,王东,马春瑞,赵茜,黄宏轩,冷海铭"
在桃花盛开的地方,1.0分,"主演丁柳元,刘之冰,丁勇岱,王姬,孙维民,岳红"
法理人生,2.0分,主演吕一丁 / 陈建飞 / 朱旭 / 陈慧娟 / 陈瑞
黑色郁金香,4.0分,"主演许亚军,张恒,于小慧"
绝命卦师,1.0分,"主演张晓晨,张浩然,卢蒽洁,刘娜萍"
末代皇帝传奇,2.0分,"主演赵文瑄,余少群,郑则仕,蒋林静,孙耀琦,单薇,张春,章婷婷"
幸福又见彩虹,3.0分,"主演胡宇威,陈彦妃,梁丽,张璇,唐宸禹,顾佑明"
饮食男女2016,2.0分,"主演葛天,顾宇峰,王聪,陈维涵,张一鸾,黄澄澄,严米拉,李晴"
中国骑兵,5.0分,"主演王雷,李健,马苏,冯国庆,宋笠娜,荆明华,芦芳生,徐洪浩,王小虎,曹凯,杨淼,李嘉明"
七月与安生电视剧版,2.0分,"主演沈月,陈都灵,熊梓淇,邹廷威,梁靖康"
奋斗吧，少年！,2.0分,"主演彭昱畅,董力,张逸杰,谢彬彬,朱致灵,徐可,吴旭东,李鹤,樊霖锋,李娜,姜山,宋伊人,刘泳希,卢佳"
爱的追踪,3.0分,"主演张国立,闫妮,高晓菲,高玉庆,谭洋,刘立,初俊辰,周建鹏,孙铱,樊昱君,曾肖龙,朱怀旭,孙岚,郑业成,郑强"
爱人的谎言,3.0分,"主演贾青,张晓龙,邱胜翊,蓝盈莹"
断刺,4.0分,"主演柳云龙,童蕾,谷智鑫,何政军,徐正运,李雨泽,施羽,郭昊伦,吴乙彤,鲍鲲,陈大伟"
康熙微服私访记1,4.8分,"主演张国立,邓婕,赵亮,侯堃,蒋勤勤,夏雨,杨若兮,刘淼,陶虹,俞立文,陈创,高虎,刘亚津,李丁,冯远征,屠洪刚"
康熙微服私访记2,4.0分,"主演张国立,邓婕,赵薇,吴军,刘淼,侯堃,朱媛媛,李建义,夏力薪,冯雷,李楠,杨俊勇,沈羽倩,陈创,钟卫华,张少华"
康熙微服私访记3,4.5分,"主演张国立,邓婕,赵亮,刘淼,侯堃,俞立文,龚蓓苾,杨俊勇,高虎,杨若兮,陈创,刘园园,张少华,张默,徐美玲"
康熙微服私访记4,5.0分,"主演张国立,邓婕,赵亮,侯堃,刘淼,杜玉明,陈创,蒋婧,林静,杨明娜"
康熙微服私访记5,4.0分,"主演尊龙,温碧霞,梁天,姚星彤,姚橹"
凤临阁,2.0分,"主演贾一平,杨恭如,王刚,斯琴高娃,赵亮,戴江,王玉宁,刘伟"
国家公诉,4.0分,"主演斯琴高娃,高明,吕凉,陈逸恒,郭凯敏,王静,须乾,张一龙,金鑫,张谦,颜勤,于宇,邓淑丽,李方平,李丞峰,章玉善,李学智,姚清,安生,郝好,李菁菁,柳玉林,林悦章,田慧,施节强,孙铁,吴玉胜,王延水,武文,陈渝生,施效增,孙翠萍,孙凯,康群智,常波,陈建生,苏静,纪敏尚"
海诗行动,1.0分,主演于代君 王小丹 帕丽扎提·艾尼 邓玉林
恋爱的那点事儿,1.0分,"主演杜淳,佟丽娅,薛佳凝,周一围,张璇,萧浩冉,苏小明,刘天佐,王丽坤,韩栋,袁文康,张馨予,戴军,董路,郭家铭"
天下一碗,1.0分,"主演陈紫函,李桂平,徐畅,苏可,杨欣"
我是乡巴佬,5.0分,"主演陈佩斯,姚二嘎,倪大宏"
幸福媳妇成长记,2.0分,"主演甘婷婷,李健,戴娇倩,田岷,顾璇,张亮,岳跃利"
一颗颗眼泪都是爱,4.0分,"主演江珊,李颖,王骏毅,徐永革,施京明,刘佳,邓莎,萧浩冉,施大生,王辉,乔红,李婷,哈斯高娃"
无主之城2019,4.0分,"主演杜淳,刘奕君,许龄月,代旭,宁理,陈雨锶"
全职高手电视剧版,3.7分,"主演杨洋,江疏影,赖雨濛,梁森,李沐宸,赖艺,杨廷东,范津玮,孙宁,白翔,蒋龙,高瀚宇,顾宇峰,顾佑明,宋涵宇,李俊辰,翟子路,陈泓政,曲澔濬,郝帅,刘秋实,蒋雪鸣,冷"
浅情人不知,3.9分,"主演胡耘豪,康宁,赵毅新,昌隆,黄昊月,王小白,张子璇,褚前,谢承颖,张庆庆,李政阳,苏泽林,姚凯辰"
大秦腔,2.0分,"主演储智博,朱琳,毛孩,谭希和"
凤求凰,4.0分,"主演焦恩俊,朴诗妍"
计中计状元财,4.0分,"主演郑丹瑞,于莉,刘玉婷,马景涛,刘德凯,关礼杰,俞小凡,蔡少芬,孙兴,刘雪华"
冷宫传,2.0分,"主演徐晓璐,来源,杨悦心,徐荷媛,盛卓新,张浩然,刘畅"
聊斋先生,1.0分,"主演张铁林,常远,王菁华"
刘罗锅断案传奇,4.0分,主演任宏恩
乾隆与香妃,1.0分,"主演尊龙,努尔比亚,翁虹,恬妞,谭非翎"
软弱,2.0分,"主演任程伟,王茜华,王双宝,田海蓉,杨新鸣,曹力"
神断狄仁杰,2.0分,"主演梁冠华,张子健,曲栅栅,须乾,严燕生,吕中,苑冉,李俊琪,刘蕾,戴云霞,铃木美妃,郑诚,傅隽,李士龙,王心圣,钱雁秋"
杨洋三嫁,5.0分,"主演虞梦,宋春丽,于小伟"
遇见爱情的利先生,1.0分,"主演陈晓,周冬雨,贾景晖,叶青,刘雪华,肖涵,米热,毛林林,任山"
贞观之治,5.0分,"主演马跃,苗圃,马精武,马少骅,陆剑民,金士杰"
飞哥大英雄,2.0分,"主演雷佳音,程铮,李梦男,马敬涵"
老严有女不愁嫁,1.0分,"主演李幼斌,隋俊波,史兰芽,徐洪浩,何音,杨昆,杨子骅,吕行,江雪,樊尚宏"
七品钦差刘罗锅,5.0分,"主演陈小春,刘小锋,徐少强,涓子,叶童"
枪神传奇,2.0分,"主演何政军,张光北,陈丽娜,李依玲,羿坤,王唯,王奎荣,李诚儒,范雷,高蓓蓓,张大礼,金盛宇,吕一丁,马卫军"
亲密的搭档,2.0分,"主演林雨申,张雯,刘恩佑,陈思斯,任伟,刘衍辰,刘佳佳,谭凯,郑玉"
战火连天,5.0分,"主演曹征,唐一菲,吕一丁,方子哥,高明,唐以诺,田野,李泰延"
丈母娘来了,3.0分,"主演雷佳音,朱杰,朱茵,王丽云,宁文彤,刘敏,师春玲,洛葳,陈慧珊,王盛德,林达信,张继红,闻小炜,毛坚,曹梦,张艺心,祝涛"
整垮前女友,2.0分,"主演孙坚,宋妍霏,陈文文,俊杰,李政军,邵琨"
左手劈刀,5.0分,"主演连奕名,黑子,徐梵溪,管乐,斯琴高娃"
女总裁的贴身高手,3.0分,"主演赵予熙,韩志硕,孔舒航,周艺轩"
你的未来已签收,4.0分,"主演孙旸,崔奕,杨铭,梁诗冉,林森,王溪鹭,魏冠男,王宝光,朱怀旭,朱玮菱,丁宁,孙仲加,闫佳颖,冯皓,刘威龙,王坤,李源冰"
皇子归来之欢喜知府,3.0分,"主演陈浩民,林源,林子聪"
康熙秘史,1.0分,"主演夏雨,胡静,钟汉良,邬倩倩,蔡琳,石筱群,杜雨露,是安"
我的单板女孩第一季,2.0分,"主演李川,康宁,博尔吉特,刘婧,刘涤非,漆雕轶柔,张皓宇"
少年神探狄仁杰,1.0分,"主演黄宗泽,林心如,袁弘,马天宇,戚薇,吴倩,孙骁骁"
乡村女法官,1.0分,"主演陶慧敏,郑坤范,马乙,吴卫东,刘绍华,郝戎"
杨贵妃秘史,1.5分,"主演黄秋生,殷桃,叶璇,谢君豪,王洛勇,石筱群,武利平,何赛飞,徐锦江,李念,金巧巧,池华琼,柳岩,张颂文"
妯娌的三国时代,1.0分,"主演曾黎,闫学晶,李崇霄,赵岩松,张洋,张倩茹,王丽云"
唯美貌不可辜负第一季,4.0分,"主演高泰宇,辛瑞琪,胡浩博,王瑄"
唯美貌不可辜负第二季,2.0分,"主演高泰宇,辛瑞琪,胡浩博,王瑄"
小欢喜,3.0分,"主演黄磊,海清,陶虹,王砚辉,咏梅,周奇,李庚希,郭子凡,刘奇,吴施乐,徐梵溪,王栎鑫,沙溢,任重"
加油，你是最棒的,4.0分,"主演邓伦,马思纯,韩童生,倪虹洁"
特赦1959,4.0分,"主演张铎,赵恒煊,肖荣生,米学东,徐永革"
兰桐花开,5.0分,"主演闫学晶,何翯,吴京安,雷恪生,李君峰"
爱情最美丽,3.0分,"主演张国立,蒋雯丽,马思纯,刘立,李明启,白志迪,李玲玉,宁文彤,崔波,闫学晶,陶慧敏,田小洁,范明,梁天,姚刚,买红妹"
包公奇案之情花劫,3.0分,"主演金超群,范鸿轩,焦恩俊"
大清盐商,3.0分,"主演张嘉译,张志坚,俞飞鸿,倪大红,莫小棋,杨皓宇,袁文康,曲高位,尹铸胜,金丰,霍青,郭晓峰,郑天庸,李昶,郭萱"
东方商人,4.0分,"主演王绘春,高曙光,陶红"
古镜,2.0分,"主演郑希怡,应昊茗,张雪迎,伍麟凯"
观世音菩萨传奇,3.0分,"主演陶慧敏,王思思,王丽云,梁丹昵,吴旗,王跃晋"
后宫,3.0分,"主演冯绍峰,安以轩,吕一,刘庭羽,刘娜萍,谭耀文,杨怡,陆昱霖"
美丽的契约,5.0分,"主演宋丹丹,范明,梁静,隋凯,巴图,刘立,九孔,姜妍,王雷,赵慧仙,王策,何伟,林栋甫,赵慧仙"
囧爸的爱情生活,3.0分,"主演朱雨辰,焦俊艳,姜超,戚九洲,姜妍,谢楠,关晓彤,李琦,山鹰"
我的三十定律,2.0分,"主演修杰楷,夏于乔,古斌,刘品言"
天下太平,4.0分,"主演黄海冰,戴娇倩,孙耀威,陈雅伦,关礼杰,郑佩佩"
文成公主,1.0分,"主演曹颖,仁青顿珠,洪宇宙,马娅舒,王佳宁,张光北"
我的抗战,5.0分,"主演朱泳腾,戴娇倩,杜志国,丁勇岱,寇振海,徐少强,张家荣,魏春光,岳跃利"
卧薪尝胆,1.0分,"主演陈道明,胡军,左小青,安以轩,王冰"
西藏秘密,5.0分,"主演郭晓东,沈傲君,杨梅,曹炳琨,多布杰,曲尼次仁,蒲巴甲,黄品沅,赵阳,姜峰,张蓓蓓,仁青顿珠,洛丹,班嘉佳,赵毅,姚文婷,刘博皓,洛桑群培,普布次仁,周里京"
仙剑客栈,1.0分,"主演吴磊,徐悦,孙雪宁,童可可,苑琼丹"
